,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Other,Other renewable,Solar,Waste,Wind Onshore
2021-01-02 00:00:00+02:00,,,,,,,,,,
