,Imbalance Volume
2024-10-08 22:00:00+03:00,-45.32
2024-10-08 23:00:00+03:00,-41.65
2024-10-09 00:00:00+03:00,114.85
2024-10-09 01:00:00+03:00,-57.27
2024-10-09 02:00:00+03:00,-21.37
2024-10-09 03:00:00+03:00,-1.43
2024-10-09 04:00:00+03:00,-14.21
2024-10-09 05:00:00+03:00,53.1
2024-10-09 06:00:00+03:00,44.32
2024-10-09 07:00:00+03:00,8.53
2024-10-09 08:00:00+03:00,16.64
2024-10-09 09:00:00+03:00,21.66
2024-10-09 10:00:00+03:00,-48.27
2024-10-09 11:00:00+03:00,-4.63
2024-10-09 12:00:00+03:00,10.36
2024-10-09 13:00:00+03:00,26.26
2024-10-09 14:00:00+03:00,-75.07
2024-10-09 15:00:00+03:00,-15.59
2024-10-09 16:00:00+03:00,14.51
2024-10-09 17:00:00+03:00,8.14
2024-10-09 18:00:00+03:00,-8.82
2024-10-09 19:00:00+03:00,9.55
2024-10-09 20:00:00+03:00,2.82
2024-10-09 21:00:00+03:00,6.3
2024-10-09 22:00:00+03:00,-41.75
2024-10-09 23:00:00+03:00,-85.44
2024-10-10 08:00:00+03:00,45.93
2024-10-10 09:00:00+03:00,6.96
